WordNet ID,Name,Clutter,Difficulty,Scale,CNN similarity: highest ranked,Human similarity: highest ranked,Semantic similarity: highest ranked
n04118538,rugby_ball,3.7198,0.2245,0.0144,"rugby_ball, soccer_ball, lens_cap, tray, ballplayer","rugby_ball, volleyball, puck, baseball, basketball","rugby_ball, tennis_ball, croquet_ball, soccer_ball, punching_bag"
n04118776,rule,1.6049,0.2955,0.4565,"rule, slide_rule, crossword_puzzle, rubber_eraser, ballpoint","rule, fountain_pen, rubber_eraser, stopwatch, can_opener","rule, digital_clock, digital_watch, wall_clock, analog_clock"
n04120489,running_shoe,0.7997,0.3125,0.5707,"running_shoe, clog, sandal, sunscreen, mousetrap","running_shoe, sandal, Loafer, clog, cowboy_boot","running_shoe, sandal, Loafer, cowboy_boot, clog"
n04125021,safe,2.2260,0.2400,0.6635,"safe, switch, printer, lens_cap, hook","safe, gas_pump, printer, toaster, washer","safe, mailbox, chest, carton, pencil_box"
n04127249,safety_pin,1.9654,0.5000,0.1770,"safety_pin, hook, necklace, padlock, chain","can_opener, safety_pin, corkscrew, scabbard, spindle","safety_pin, knot, nail, combination_lock, screw"
n04131690,saltshaker,2.2346,0.3878,0.3993,"saltshaker, water_jug, cocktail_shaker, whiskey_jug, cup","saltshaker, coffeepot, espresso, goblet, whiskey_jug","saltshaker, cocktail_shaker, mixing_bowl, beer_bottle, whiskey_jug"
n04133789,sandal,1.9730,0.4400,0.5258,"sandal, clog, running_shoe, Loafer, purse","sandal, running_shoe, Loafer, clog, cowboy_boot","sandal, running_shoe, Loafer, cowboy_boot, clog"
n04136333,sarong,3.7922,0.3878,0.2343,"sarong, overskirt, pajama, poncho, plastic_bag","sarong, miniskirt, bikini, maillot, maillot","sarong, hoopskirt, miniskirt, overskirt, poncho"
n04141076,sax,3.7892,0.4694,0.2787,"sax, cornet, flute, oboe, bassoon","sax, cornet, oboe, harp, cello","sax, bassoon, oboe, flute, harmonica"
n04141327,scabbard,2.2143,0.3261,0.4246,"scabbard, letter_opener, holster, drumstick, digital_watch","scabbard, can_opener, screw, rifle, harmonica","scabbard, holster, tile_roof, bell_cote, birdhouse"
n04141975,scale,2.4060,0.4400,0.6058,"scale, piggy_bank, vestment, hook, magnetic_compass","scale, gas_pump, desk, barber_chair, home_theater","scale, hourglass, digital_clock, wall_clock, analog_clock"
n04146614,school_bus,2.6976,0.0638,0.5468,"school_bus, passenger_car, trolleybus, electric_locomotive, minibus","school_bus, car_mirror, shopping_cart, gas_pump, tow_truck","school_bus, minibus, trolleybus, bullet_train, balloon"
n04147183,schooner,0.6666,0.3200,0.4934,"schooner, yawl, pirate, catamaran, dock","schooner, catamaran, yawl, trimaran, speedboat","schooner, catamaran, trimaran, speedboat, pirate"
n04149813,scoreboard,2.2807,0.1667,0.4088,"scoreboard, tobacco_shop, radio, racket, stage","scoreboard, cinema, street_sign, desk, brass","scoreboard, steel_arch_bridge, viaduct, cinema, church"
n04152593,screen,2.5922,0.8333,0.3116,"screen, monitor, desktop_computer, desk, mouse","screen, entertainment_center, library, bookcase, file","screen, mouse, combination_lock, joystick, switch"
n04153751,screw,1.7279,0.1304,0.1749,"screw, nail, spindle, screwdriver, corkscrew","screw, corkscrew, scabbard, can_opener, whistle","screw, hair_slide, nail, padlock, safety_pin"
n04154565,screwdriver,2.2446,0.7872,0.1768,"screwdriver, reel, letter_opener, ballpoint, shovel","screwdriver, flute, corkscrew, electric_guitar, French_horn","screwdriver, plunger, hammer, corkscrew, can_opener"
n04162706,seat_belt,4.4578,0.2800,0.2724,"seat_belt, hook, stethoscope, lighter, muzzle","breastplate, seat_belt, bearskin, military_uniform, miniskirt","seat_belt, safety_pin, knot, hair_slide, nail"
n04179913,sewing_machine,2.5414,0.2857,0.6432,"sewing_machine, home_theater, lighter, loupe, projector","sewing_machine, CD_player, slide_rule, carpenter's_kit, binoculars","sewing_machine, rotisserie, toaster, waffle_iron, microwave"
n04192698,shield,2.5152,0.6000,0.3440,"shield, wall_clock, breastplate, cuirass, chime","trombone, shield, cornet, banjo, oboe","shield, chain_mail, bulletproof_vest, cuirass, tile_roof"
n04200800,shoe_shop,3.3979,0.3696,0.9900,"shoe_shop, bookshop, grocery_store, clog, tobacco_shop","shoe_shop, plate_rack, washbasin, gas_pump, bookcase","shoe_shop, butcher_shop, bakery, barbershop, tobacco_shop"
n04201297,shoji,2.6910,0.3043,0.5013,"shoji, wardrobe, window_shade, sliding_door, patio","shoji, four-poster, throne, window_shade, organ","shoji, diaper, maillot, cardigan, bikini"
n04204238,shopping_basket,2.2495,0.4222,0.6358,"shopping_basket, hamper, shopping_cart, mailbag, sliding_door","shopping_basket, milk_can, coffeepot, washbasin, restaurant","shopping_basket, hamper, mixing_bowl, pop_bottle, water_bottle"
n04204347,shopping_cart,2.5470,0.3000,0.3089,"shopping_cart, shopping_basket, plate_rack, grocery_store, bakery","shopping_cart, school_bus, gas_pump, rain_barrel, jinrikisha","shopping_cart, barrow, unicycle, freight_car, minivan"
n04208210,shovel,2.5427,0.5918,0.2606,"shovel, crutch, screwdriver, broom, cleaver","shovel, bearskin, chain_saw, cannon, lumbermill","shovel, plunger, hammer, can_opener, screwdriver"
n04209133,shower_cap,3.9321,0.3800,0.1876,"shower_cap, bathing_cap, overskirt, stethoscope, sombrero","shower_cap, potter's_wheel, sombrero, lab_coat, confectionery","shower_cap, mortarboard, bathing_cap, sombrero, bonnet"
n04209239,shower_curtain,2.3735,0.4490,0.6826,"shower_curtain, medicine_chest, plastic_bag, pajama, quilt","shower_curtain, dishrag, stole, handkerchief, apron","shower_curtain, theater_curtain, medicine_chest, china_cabinet, bassinet"
n04228054,ski,3.1271,0.4286,0.0844,"ski, alp, crutch, rifle, hammer","ski, snowmobile, paddle, canoe, balance_beam","ski, combination_lock, violin, flute, stethoscope"
n04229816,ski_mask,3.5144,0.3400,0.3331,"ski_mask, cloak, wool, mask, trench_coat","ski_mask, trench_coat, miniskirt, fur_coat, maillot","ski_mask, gasmask, tile_roof, birdhouse, bell_cote"
n04235860,sleeping_bag,2.9722,0.4400,0.5495,"sleeping_bag, hair_slide, bib, handkerchief, sock","sleeping_bag, mitten, bonnet, bath_towel, Christmas_stocking","sleeping_bag, purse, backpack, mailbag, plastic_bag"
n04238763,slide_rule,1.5505,0.3750,0.6286,"slide_rule, rule, letter_opener, printer, lens_cap","slide_rule, abacus, sewing_machine, typewriter_keyboard, rubber_eraser","slide_rule, notebook, desktop_computer, web_site, hand-held_computer"
n04239074,sliding_door,3.1763,0.6585,0.4121,"sliding_door, window_shade, wardrobe, shoji, patio","sliding_door, organ, china_cabinet, turnstile, entertainment_center","sliding_door, turnstile, dam, bannister, worm_fence"
n04243546,slot,2.7060,0.0652,0.8051,"slot, comic_book, stove, book_jacket, drum","slot, lampshade, gas_pump, table_lamp, stove","slot, vending_machine, web_site, desktop_computer, laptop"
n04251144,snorkel,3.5123,0.1600,0.0481,"snorkel, scuba_diver, bathing_cap, bikini, puffer","snorkel, scuba_diver, swimming_trunks, bikini, bathing_cap","snorkel, oxygen_mask, combination_lock, violin, switch"
n04252077,snowmobile,3.1706,0.1837,0.2895,"snowmobile, bobsled, dogsled, cloak, Eskimo_dog","snowmobile, paddle, cannon, canoe, ski","snowmobile, moving_van, police_van, amphibian, snowplow"
n04252225,snowplow,2.8242,0.1429,0.3334,"snowplow, tow_truck, jeep, shovel, sliding_door","snowplow, thresher, trolleybus, Model_T, harvester","snowplow, Model_T, jeep, limousine, minivan"
n04254120,soap_dispenser,2.5634,0.5106,0.3379,"soap_dispenser, toilet_tissue, medicine_chest, perfume, toilet_seat","whiskey_jug, pop_bottle, soap_dispenser, coffeepot, washbasin","soap_dispenser, mixing_bowl, jinrikisha, water_bottle, water_jug"
n04254680,soccer_ball,3.1405,0.1600,0.0788,"soccer_ball, rugby_ball, hog, muzzle, bulletproof_vest","soccer_ball, tennis_ball, golf_ball, baseball, rugby_ball","soccer_ball, baseball, tennis_ball, basketball, punching_bag"
n04254777,sock,1.6677,0.4375,0.5769,"sock, miniskirt, brassiere, jean, mitten","sock, cowboy_boot, Christmas_stocking, maillot, poncho","sock, Christmas_stocking, maillot, jersey, jean"
n04258138,solar_dish,1.9967,0.3409,0.4899,"solar_dish, radio_telescope, pole, suspension_bridge, steel_drum","solar_dish, maypole, organ, home_theater, sundial","solar_dish, car_mirror, combination_lock, violin, flute"
n04259630,sombrero,4.5514,0.4792,0.3181,"sombrero, cowboy_hat, shower_cap, plastic_bag, hair_slide","sombrero, potter's_wheel, carousel, bikini, miniskirt","sombrero, bonnet, bearskin, cowboy_hat, football_helmet"
n04263257,soup_bowl,2.1609,0.6200,0.6608,"soup_bowl, consomme, espresso, wok, ladle","soup_bowl, hot_pot, wok, espresso, trifle","soup_bowl, mixing_bowl, Petri_dish, chest, carton"
n04264628,space_bar,1.3800,0.5200,0.0399,"space_bar, typewriter_keyboard, computer_keyboard, notebook, mouse","space_bar, typewriter_keyboard, computer_keyboard, notebook, remote_control","space_bar, cleaver, plunger, screwdriver, shovel"
n04265275,space_heater,2.1525,0.4600,0.5227,"space_heater, stove, microwave, window_shade, modem","printer, notebook, toaster, CD_player, photocopier","space_heater, stove, combination_lock, joystick, stethoscope"
n04266014,space_shuttle,1.9902,0.1875,0.3592,"space_shuttle, warplane, drilling_platform, dock, crane","space_shuttle, crane, liner, airliner, airship","space_shuttle, fireboat, balloon, yawl, wreck"
n04270147,spatula,3.0385,0.7800,0.2054,"spatula, cleaver, frying_pan, wooden_spoon, letter_opener","hot_pot, spatula, wooden_spoon, wok, Dutch_oven","spatula, Crock_Pot, frying_pan, wok, plane"
n04273569,speedboat,1.3863,0.2340,0.1785,"speedboat, catamaran, submarine, lifeboat, trimaran","speedboat, schooner, catamaran, yawl, canoe","speedboat, lifeboat, yawl, gondola, fireboat"
n04275548,spider_web,1.1771,0.4600,0.9652,"spider_web, barn_spider, garden_spider, wolf_spider, black_and_gold_garden_spider","spider_web, mantis, damselfly, tree_frog, walking_stick","spider_web, mousetrap, combination_lock, violin, joystick"
n04277352,spindle,2.0807,0.4082,0.5343,"spindle, drumstick, hair_slide, letter_opener, screwdriver","spindle, harmonica, necklace, oboe, scabbard","spindle, matchstick, flagpole, drumstick, crutch"
n04285008,sports_car,1.8338,0.4651,0.5510,"sports_car, convertible, racer, car_wheel, beach_wagon","sports_car, convertible, jeep, cab, pickup","sports_car, limousine, convertible, jeep, Model_T"
n04286575,spotlight,1.9136,0.7600,0.3715,"spotlight, lampshade, pole, loupe, loudspeaker","lighter, spotlight, jack-o'-lantern, lampshade, candle","spotlight, jack-o'-lantern, candle, torch, padlock"
n04296562,stage,3.3539,0.4043,0.8512,"stage, acoustic_guitar, electric_guitar, microphone, drum","harp, cornet, cello, stage, oboe","stage, thatch, harmonica, sax, school_bus"
n04310018,steam_locomotive,2.0920,0.2041,0.5053,"steam_locomotive, crane, amphibian, tank, pole","steam_locomotive, cab, jeep, pickup, fire_engine","steam_locomotive, electric_locomotive, moped, amphibian, snowplow"
n04311004,steel_arch_bridge,1.1168,0.1875,0.4706,"steel_arch_bridge, pier, suspension_bridge, viaduct, submarine","steel_arch_bridge, suspension_bridge, wreck, pier, breakwater","steel_arch_bridge, suspension_bridge, viaduct, barbershop, butcher_shop"
n04311174,steel_drum,3.8608,0.1277,0.2046,"steel_drum, solar_dish, drum, pole, drumstick","steel_drum, trombone, banjo, oboe, cello","steel_drum, chime, drum, marimba, gong"
n04317175,stethoscope,2.8609,0.6042,0.4219,"stethoscope, loupe, hand_blower, Windsor_tie, lab_coat","spindle, stethoscope, miniskirt, neck_brace, bottlecap","stethoscope, syringe, odometer, hourglass, digital_watch"
n04325704,stole,2.4632,0.6000,0.6383,"stole, wool, poncho, cardigan, bonnet","stole, poncho, trench_coat, sweatshirt, apron","stole, feather_boa, hoopskirt, trench_coat, kimono"
n04326547,stone_wall,0.8063,0.2800,0.6892,"stone_wall, sundial, marmot, monastery, castle","stone_wall, church, viaduct, cliff, palace","stone_wall, picket_fence, chainlink_fence, worm_fence, grille"
n04328186,stopwatch,1.4344,0.4800,0.4708,"stopwatch, digital_watch, analog_clock, magnetic_compass, digital_clock","stopwatch, magnetic_compass, analog_clock, barometer, digital_watch","stopwatch, parking_meter, wall_clock, hourglass, digital_watch"
n04330267,stove,2.7327,0.5111,0.5758,"stove, dishwasher, space_heater, caldron, paper_towel","stove, plate_rack, waffle_iron, coffeepot, table_lamp","stove, space_heater, combination_lock, joystick, stethoscope"
n04332243,strainer,2.3905,0.4800,0.4403,"strainer, coffee_mug, water_jug, spotlight, ladle","strainer, wok, Dutch_oven, hot_pot, Crock_Pot","strainer, oil_filter, combination_lock, violin, flute"
n04335435,streetcar,3.1882,0.1458,0.3347,"streetcar, trolleybus, traffic_light, trailer_truck, minibus","streetcar, trolleybus, trailer_truck, minibus, moving_van","streetcar, police_van, snowplow, amphibian, trailer_truck"
n04336792,stretcher,3.3840,0.6600,0.2327,"stretcher, barrow, crutch, bulletproof_vest, bow","stretcher, chain_saw, unicycle, ballplayer, seat_belt","stretcher, bobsled, tank, aircraft_carrier, submarine"
n04344873,studio_couch,3.0846,0.3400,0.5618,"studio_couch, quilt, wardrobe, throne, four-poster","studio_couch, quilt, rocking_chair, four-poster, crib","studio_couch, park_bench, throne, toilet_seat, barber_chair"
n04346328,stupa,1.8061,0.1200,0.5170,"stupa, church, castle, bell_cote, pedestal","stupa, bell_cote, obelisk, castle, palace","stupa, church, mosque, greenhouse, home_theater"
n04347754,submarine,1.8536,0.2609,0.5217,"submarine, aircraft_carrier, warplane, drilling_platform, dock","submarine, fireboat, crane, container_ship, liner","submarine, aircraft_carrier, tank, half_track, warplane"
n04350905,suit,4.2688,0.5870,0.4514,"suit, Windsor_tie, trench_coat, miniskirt, bow_tie","trench_coat, suit, bow_tie, stole, poncho","suit, hoopskirt, feather_boa, kimono, trench_coat"
n04355338,sundial,1.8911,0.5800,0.6335,"sundial, bell_cote, wall_clock, pedestal, monastery","sundial, yurt, church, triumphal_arch, organ","sundial, hourglass, wall_clock, analog_clock, digital_watch"
n04355933,sunglass,4.1051,0.8400,0.1372,"sunglass, sunglasses, mask, wine_bottle, swimming_trunks","sunglass, backpack, bathtub, ski_mask, sock","sunglass, combination_lock, violin, flute, stethoscope"
n04356056,sunglasses,4.4818,0.7234,0.1195,"sunglasses, sunglass, mask, cowboy_boot, trench_coat","sunglasses, bikini, sarong, maillot, miniskirt","sunglasses, binoculars, projector, radio_telescope, syringe"
n04357314,sunscreen,2.8205,0.8049,0.2312,"sunscreen, lotion, hair_spray, perfume, pill_bottle","sunscreen, whiskey_jug, coffeepot, beaker, washbasin","sunscreen, lotion, face_powder, perfume, lipstick"
n04366367,suspension_bridge,1.2495,0.4600,0.6183,"suspension_bridge, pier, steel_arch_bridge, viaduct, flagpole","suspension_bridge, steel_arch_bridge, pier, viaduct, wreck","suspension_bridge, viaduct, steel_arch_bridge, honeycomb, cliff_dwelling"
n04367480,swab,2.2212,0.2200,0.3320,"swab, broom, shovel, hair_spray, barrel","swab, scabbard, oboe, banjo, harmonica","swab, broom, plane, corkscrew, shovel"
n04370456,sweatshirt,3.0476,0.7200,0.6886,"sweatshirt, cardigan, wool, Windsor_tie, backpack","sweatshirt, trench_coat, poncho, cardigan, abaya","sweatshirt, cardigan, hoopskirt, trench_coat, kimono"
n04371430,swimming_trunks,3.6173,0.5556,0.0649,"swimming_trunks, bikini, maillot, bathing_cap, maillot","swimming_trunks, snorkel, scuba_diver, balance_beam, swing","swimming_trunks, maillot, bikini, hoopskirt, kimono"
n04371774,swing,3.8622,0.3200,0.3530,"swing, folding_chair, traffic_light, hoopskirt, backpack","swing, swimming_trunks, balance_beam, bikini, bathing_cap","swing, teddy, violin, Polaroid_camera, pillow"
n04372370,switch,1.8878,0.4490,0.4694,"switch, safe, toilet_seat, printer, combination_lock","switch, CD_player, oscilloscope, tape_player, reflex_camera","switch, joystick, carousel, reel, hook"
n04376876,syringe,2.3842,0.4565,0.1749,"syringe, letter_opener, screwdriver, rubber_eraser, water_bottle","syringe, whistle, bottlecap, spindle, paintbrush","syringe, stethoscope, digital_watch, analog_clock, hourglass"
n04380533,table_lamp,2.3130,0.3800,0.3506,"table_lamp, lampshade, spotlight, candle, pole","table_lamp, lampshade, plate_rack, lighter, slot","table_lamp, cradle, bassinet, desk, medicine_chest"
n04389033,tank,2.4719,0.2292,0.6034,"tank, amphibian, half_track, missile, projectile","tank, cannon, disk_brake, motor_scooter, go-kart","tank, aircraft_carrier, submarine, half_track, warplane"
n04392985,tape_player,2.1077,0.6875,0.5605,"tape_player, cassette_player, CD_player, radio, cassette","oscilloscope, tape_player, CD_player, hand-held_computer, photocopier","tape_player, cassette_player, monitor, modem, cellular_telephone"
n04398044,teapot,2.1422,0.3200,0.6208,"teapot, coffeepot, water_jug, pitcher, saltshaker","teapot, espresso, mixing_bowl, coffeepot, beaker","teapot, caldron, coffeepot, barrel, bathtub"
n04399382,teddy,2.2427,0.2391,0.6518,"teddy, toy_poodle, toyshop, wire-haired_fox_terrier, wool","teddy, giant_panda, piggy_bank, Pomeranian, Persian_cat","teddy, swing, violin, Polaroid_camera, pillow"
n04404412,television,3.1169,0.5600,0.4341,"television, screen, home_theater, CD_player, microwave","television, entertainment_center, bookcase, library, home_theater","television, radio, maze, iPod, harmonica"
n04409515,tennis_ball,1.8659,0.2708,0.0871,"tennis_ball, racket, torch, hair_slide, flute","tennis_ball, soccer_ball, golf_ball, baseball, rugby_ball","tennis_ball, croquet_ball, rugby_ball, baseball, ping-pong_ball"
n04417672,thatch,2.0665,0.2200,0.4728,"thatch, chainlink_fence, hay, yurt, tile_roof","thatch, church, tile_roof, picket_fence, palace","thatch, dome, vault, tile_roof, bell_cote"
n04418357,theater_curtain,1.7324,0.2041,0.5977,"theater_curtain, cinema, bookshop, velvet, stage","theater_curtain, organ, throne, prayer_rug, altar","theater_curtain, shower_curtain, medicine_chest, china_cabinet, file"
n04423845,thimble,1.8843,0.4375,0.1967,"thimble, pitcher, mixing_bowl, oil_filter, spotlight","potter's_wheel, maraca, thimble, steel_drum, trombone","thimble, mixing_bowl, beer_bottle, whiskey_jug, water_jug"
n04428191,thresher,2.8062,0.4400,0.6813,"thresher, harvester, tractor, plow, lawn_mower","thresher, snowplow, Model_T, tractor, harvester","thresher, harvester, web_site, notebook, laptop"
n04429376,throne,2.6851,0.4200,0.4886,"throne, altar, vault, fire_screen, vestment","throne, organ, four-poster, shoji, china_cabinet","throne, rocking_chair, folding_chair, barber_chair, toilet_seat"
n04435653,tile_roof,1.4911,0.3256,0.8758,"tile_roof, palace, castle, monastery, dome","tile_roof, church, palace, triumphal_arch, thatch","tile_roof, vault, dome, thatch, ski_mask"
n04442312,toaster,2.7762,0.4400,0.5597,"toaster, lens_cap, desk, dishwasher, eggnog","toaster, photocopier, printer, CD_player, notebook","toaster, espresso_maker, Dutch_oven, rotisserie, waffle_iron"
n04443257,tobacco_shop,3.1495,0.6735,0.9763,"tobacco_shop, bookshop, barbershop, bakery, street_sign","tobacco_shop, bookshop, plate_rack, vending_machine, china_cabinet","tobacco_shop, barbershop, toyshop, butcher_shop, bookshop"
n04447861,toilet_seat,2.5469,0.4286,0.3374,"toilet_seat, bathtub, toilet_tissue, soap_dispenser, plunger","toilet_seat, washbasin, sombrero, bonnet, pajama","toilet_seat, studio_couch, park_bench, throne, barber_chair"
n04456115,torch,3.5710,0.3571,0.0920,"torch, microphone, spotlight, stage, lighter","torch, cornet, trombone, harp, steel_drum","torch, spotlight, candle, jack-o'-lantern, maraca"
n04458633,totem_pole,2.2800,0.1633,0.4087,"totem_pole, magnetic_compass, flagpole, backpack, pole","totem_pole, castle, stone_wall, obelisk, sundial","totem_pole, obelisk, steel_arch_bridge, viaduct, cinema"
n04461696,tow_truck,2.7140,0.5000,0.4670,"tow_truck, minivan, fire_engine, moving_van, beach_wagon","pickup, tow_truck, grille, jeep, cab","tow_truck, moving_van, fire_engine, trailer_truck, pickup"
n04462240,toyshop,3.5857,0.3265,0.9900,"toyshop, confectionery, grocery_store, barbershop, bookshop","toyshop, confectionery, coffeepot, goblet, stove","toyshop, barbershop, tobacco_shop, butcher_shop, bookshop"
n04465501,tractor,2.5767,0.2653,0.5879,"tractor, thresher, harvester, plow, oxcart","tractor, harvester, forklift, thresher, Model_T","tractor, moving_van, trailer_truck, amphibian, golfcart"
n04467665,trailer_truck,2.2343,0.4286,0.4960,"trailer_truck, moving_van, mobile_home, tow_truck, garbage_truck","trailer_truck, minibus, trolleybus, moving_van, streetcar","trailer_truck, moving_van, fire_engine, garbage_truck, pickup"
n04476259,tray,2.4292,0.5510,0.7361,"tray, jigsaw_puzzle, shield, chocolate_sauce, toilet_tissue","tray, measuring_cup, Dutch_oven, confectionery, grocery_store","tray, mixing_bowl, pop_bottle, water_bottle, water_jug"
n04479046,trench_coat,3.7590,0.5510,0.4798,"trench_coat, jean, miniskirt, suit, backpack","trench_coat, sweatshirt, poncho, abaya, maillot","trench_coat, fur_coat, lab_coat, poncho, hoopskirt"
n04482393,tricycle,4.5439,0.1702,0.3752,"tricycle, bicycle-built-for-two, moped, jinrikisha, Model_T","moped, tricycle, bicycle-built-for-two, unicycle, go-kart","tricycle, cab, racer, minivan, beach_wagon"
n04483307,trimaran,0.9445,0.1800,0.5889,"trimaran, catamaran, yawl, speedboat, pirate","trimaran, catamaran, schooner, speedboat, wreck","trimaran, catamaran, schooner, speedboat, wreck"
n04485082,tripod,2.0855,0.3673,0.4250,"tripod, crutch, carpenter's_kit, assault_rifle, lens_cap","tripod, chain_saw, power_drill, rifle, binoculars","tripod, neck_brace, pier, maypole, combination_lock"
n04486054,triumphal_arch,2.0776,0.1429,0.4957,"triumphal_arch, palace, monastery, pedestal, tile_roof","triumphal_arch, church, palace, organ, bell_cote","triumphal_arch, brass, megalith, cinema, suspension_bridge"
n04487081,trolleybus,2.9386,0.0833,0.2874,"trolleybus, passenger_car, streetcar, school_bus, minibus","trolleybus, minibus, ambulance, electric_locomotive, moving_van","trolleybus, school_bus, minibus, bullet_train, catamaran"
n04487394,trombone,3.8286,0.3878,0.4021,"trombone, cornet, French_horn, sax, flute","trombone, cornet, sax, oboe, cello","trombone, cornet, French_horn, organ, ocarina"
n04493381,tub,3.6500,0.7400,0.5371,"tub, bathtub, washbasin, bathing_cap, toilet_tissue","maillot, tub, maillot, bikini, sock","tub, barrel, mortar, caldron, bucket"
n04501370,turnstile,2.5043,0.3590,0.5349,"turnstile, sliding_door, shoji, switch, tobacco_shop","turnstile, organ, bookshop, altar, china_cabinet","turnstile, sliding_door, dam, breakwater, grille"
n04505470,typewriter_keyboard,1.3391,0.4468,0.5483,"typewriter_keyboard, space_bar, computer_keyboard, remote_control, carpenter's_kit","typewriter_keyboard, space_bar, computer_keyboard, notebook, laptop","typewriter_keyboard, computer_keyboard, combination_lock, violin, joystick"
n04507155,umbrella,3.1528,0.5217,0.3931,"umbrella, hair_slide, crutch, groom, accordion","umbrella, balloon, maypole, radio_telescope, water_tower","umbrella, birdhouse, bell_cote, tile_roof, thatch"
n04509417,unicycle,4.7067,0.3265,0.0775,"unicycle, mountain_bike, moped, bicycle-built-for-two, disk_brake","unicycle, bicycle-built-for-two, moped, mountain_bike, tricycle","unicycle, cab, racer, minivan, beach_wagon"
n04515003,upright,2.4766,0.2400,0.7620,"upright, grand_piano, bannister, pinwheel, flute","upright, brass, grand_piano, typewriter_keyboard, space_bar","upright, grand_piano, violin, cello, harp"
n04517823,vacuum,2.9824,0.3000,0.4455,"vacuum, cradle, dishwasher, power_drill, candle","vacuum, power_drill, screwdriver, cuirass, flute","vacuum, waffle_iron, toaster, rotisserie, microwave"
n04522168,vase,2.1720,0.5556,0.4911,"vase, pitcher, water_jug, cup, whiskey_jug","coffeepot, vase, goblet, milk_can, restaurant","vase, beaker, caldron, barrel, mortar"
n04523525,vault,1.3694,0.3030,0.7834,"vault, vestment, altar, throne, fire_screen","vault, church, triumphal_arch, altar, organ","vault, thatch, dome, tile_roof, bell_cote"
n04525038,velvet,1.9850,0.8200,0.9016,"velvet, cloak, pencil_box, buckle, pillow","poncho, mitten, apron, bath_towel, sweatshirt","velvet, bib, paper_towel, bath_towel, dishrag"
n04525305,vending_machine,2.6890,0.1020,0.7313,"vending_machine, tobacco_shop, cinema, eggnog, bookshop","vending_machine, microwave, refrigerator, plate_rack, bookcase","vending_machine, slot, web_site, desktop_computer, laptop"
n04532106,vestment,2.9551,0.5918,0.5270,"vestment, overskirt, vault, hoopskirt, altar","vestment, mortarboard, stole, theater_curtain, apron","vestment, academic_gown, apron, mortarboard, shower_cap"
n04532670,viaduct,0.8515,0.2553,0.5138,"viaduct, pier, suspension_bridge, steel_arch_bridge, patio","viaduct, palace, castle, mosque, cliff","viaduct, suspension_bridge, steel_arch_bridge, barbershop, plate_rack"
n04536866,violin,3.2718,0.4082,0.4163,"violin, cello, flute, bassoon, sax","cello, violin, cornet, harp, oboe","violin, cello, grand_piano, upright, acoustic_guitar"
n04540053,volleyball,4.0239,0.0800,0.0094,"volleyball, basketball, racket, tennis_ball, bikini","volleyball, rugby_ball, basketball, balance_beam, parallel_bars","volleyball, tennis_ball, croquet_ball, golf_ball, soccer_ball"
n04542943,waffle_iron,2.5064,0.4490,0.6284,"waffle_iron, letter_opener, spatula, dishwasher, projector","waffle_iron, grocery_store, Dutch_oven, goblet, measuring_cup","waffle_iron, espresso_maker, rotisserie, Dutch_oven, microwave"
n04548280,wall_clock,1.8043,0.6000,0.3510,"wall_clock, analog_clock, barometer, magnetic_compass, shield","wall_clock, barometer, analog_clock, oscilloscope, stopwatch","wall_clock, digital_clock, analog_clock, sundial, stopwatch"
n04548362,wallet,2.1026,0.5000,0.6734,"wallet, purse, pencil_box, binder, carton","wallet, purse, mailbag, pencil_box, binder","wallet, mixing_bowl, beer_bottle, water_bottle, pop_bottle"
n04550184,wardrobe,2.9368,0.5417,0.7344,"wardrobe, chiffonier, window_shade, bookcase, sliding_door","four-poster, wardrobe, rocking_chair, bookcase, chiffonier","wardrobe, bassinet, cradle, desk, medicine_chest"
n04552348,warplane,0.9794,0.3200,0.4081,"warplane, projectile, wing, aircraft_carrier, submarine","warplane, airliner, wing, amphibian, liner","warplane, half_track, submarine, aircraft_carrier, tank"
n04553703,washbasin,3.0056,0.2400,0.3056,"washbasin, bathtub, toilet_tissue, medicine_chest, tub","washbasin, piggy_bank, whiskey_jug, soap_dispenser, coffeepot","washbasin, caldron, barrel, mortar, coffee_mug"
n04554684,washer,2.6314,0.2292,0.7086,"washer, microwave, file, dishwasher, plate_rack","washer, gas_pump, microwave, entertainment_center, bookcase","washer, refrigerator, dishwasher, waffle_iron, Dutch_oven"
n04557648,water_bottle,2.0702,0.6596,0.3003,"water_bottle, water_jug, beer_glass, beaker, espresso_maker","coffeepot, milk_can, whiskey_jug, water_bottle, water_jug","water_bottle, wine_bottle, pill_bottle, water_jug, beer_bottle"
n04560804,water_jug,2.7034,0.8400,0.4607,"water_jug, pitcher, water_bottle, coffeepot, teapot","coffeepot, water_jug, espresso, whiskey_jug, pop_bottle","water_jug, whiskey_jug, wine_bottle, pill_bottle, water_bottle"
n04562935,water_tower,1.4823,0.0600,0.3512,"water_tower, folding_chair, bakery, flagpole, mosque","water_tower, radio_telescope, planetarium, dome, mosque","water_tower, rain_barrel, barrel, caldron, mortar"
n04579145,whiskey_jug,2.0736,0.3261,0.6520,"whiskey_jug, saltshaker, water_jug, beer_glass, vase","coffeepot, whiskey_jug, espresso, teapot, mixing_bowl","whiskey_jug, water_jug, wine_bottle, pill_bottle, water_bottle"
